chunk_id,document_id,ticket_pk,chunk_index,chunk_text,chunk_word_count,chunk_token_estimate,bm25_tokens,metadata_json,priority_encoded,urgency_encoded,impact_encoded,retrieval_quality_score
doc_10_chunk_0,doc_10,86df5e94739d9c3d587c2d1194814c42,0,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,20,26,"['the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file']","{""ticket_pk"": ""86df5e94739d9c3d587c2d1194814c42"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_11_chunk_0,doc_11,86a02baa291ef70ceb22bf48d34a2dcb,0,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,20,26,"['i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard']","{""ticket_pk"": ""86a02baa291ef70ceb22bf48d34a2dcb"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_12_chunk_0,doc_12,5e39aa00621e1e050fc6e374fbff4923,0,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,20,26,"['i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard']","{""ticket_pk"": ""5e39aa00621e1e050fc6e374fbff4923"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_13_chunk_0,doc_13,1c341513f3abb494bd9b450feedf483c,0,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,20,26,"['the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file']","{""ticket_pk"": ""1c341513f3abb494bd9b450feedf483c"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_14_chunk_0,doc_14,dd082ee759b0e349ea434127250d726e,0,there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month.,26,34,"['there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month']","{""ticket_pk"": ""dd082ee759b0e349ea434127250d726e"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_15_chunk_0,doc_15,96e7c7fb8cda520cd51b7408ded47266,0,the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed.,26,34,"['the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed']","{""ticket_pk"": ""96e7c7fb8cda520cd51b7408ded47266"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7871794871794872
doc_16_chunk_0,doc_16,0fed3c5f9a097eb55a8bb0c1742de945,0,i would like to request a refund for the recent charge. i would like to request a refund for the recent charge.,22,29,"['i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge']","{""ticket_pk"": ""0fed3c5f9a097eb55a8bb0c1742de945"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_17_chunk_0,doc_17,a0e39515dd38124cda5078fa132d1dfb,0,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,20,26,"['the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file']","{""ticket_pk"": ""a0e39515dd38124cda5078fa132d1dfb"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_18_chunk_0,doc_18,d59e1f76383f09b8b4ba143a684d1851,0,i would like to request a refund for the recent charge. i would like to request a refund for the recent charge.,22,29,"['i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge']","{""ticket_pk"": ""d59e1f76383f09b8b4ba143a684d1851"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_19_chunk_0,doc_19,b00b1d00a5f80fd144029298725c9eb5,0,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,20,26,"['the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file']","{""ticket_pk"": ""b00b1d00a5f80fd144029298725c9eb5"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_20_chunk_0,doc_20,50ebbf209bf98fec2a1fbb553cb6c152,0,i am unable to access my account after entering the correct credentials. i am unable to access my account after entering the correct credentials.,24,32,"['i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials']","{""ticket_pk"": ""50ebbf209bf98fec2a1fbb553cb6c152"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_21_chunk_0,doc_21,7def420691ac9b333605251c1a29111b,0,i am unable to access my account after entering the correct credentials. i am unable to access my account after entering the correct credentials.,24,32,"['i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials', 'i', 'am', 'unable', 'to', 'access', 'my', 'account', 'after', 'entering', 'the', 'correct', 'credentials']","{""ticket_pk"": ""7def420691ac9b333605251c1a29111b"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_22_chunk_0,doc_22,26ecbb5017c41548d2711a027750cb73,0,the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed.,26,34,"['the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed']","{""ticket_pk"": ""26ecbb5017c41548d2711a027750cb73"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7871794871794872
doc_23_chunk_0,doc_23,9553a1ecac2dd44a08a446fadc5cd602,0,i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation.,22,29,"['i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation']","{""ticket_pk"": ""9553a1ecac2dd44a08a446fadc5cd602"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_24_chunk_0,doc_24,7b2b29e130770c3e39f8fd1e394c3f86,0,the system is not syncing data across devices properly. the system is not syncing data across devices properly.,18,24,"['the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly', 'the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly']","{""ticket_pk"": ""7b2b29e130770c3e39f8fd1e394c3f86"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_25_chunk_0,doc_25,3a913e46837c6a383d8c7f34e1729564,0,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,20,26,"['i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard']","{""ticket_pk"": ""3a913e46837c6a383d8c7f34e1729564"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_26_chunk_0,doc_26,34348f0bdd26073828a3e82c97260b17,0,my subscription was cancelled without my request and i need clarification. my subscription was cancelled without my request and i need clarification.,22,29,"['my', 'subscription', 'was', 'cancelled', 'without', 'my', 'request', 'and', 'i', 'need', 'clarification', 'my', 'subscription', 'was', 'cancelled', 'without', 'my', 'request', 'and', 'i', 'need', 'clarification']","{""ticket_pk"": ""34348f0bdd26073828a3e82c97260b17"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7848484848484848
doc_27_chunk_0,doc_27,f3eed28c11b7da4ff7180979f2178ef6,0,i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation.,22,29,"['i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation']","{""ticket_pk"": ""f3eed28c11b7da4ff7180979f2178ef6"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_28_chunk_0,doc_28,f391f5cf64cb9c74e8a02f59e1398bb3,0,i would like to request a refund for the recent charge. i would like to request a refund for the recent charge.,22,29,"['i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge']","{""ticket_pk"": ""f391f5cf64cb9c74e8a02f59e1398bb3"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_29_chunk_0,doc_29,e36b96719f810e0df21101c0965478fb,0,i would like to request a refund for the recent charge. i would like to request a refund for the recent charge.,22,29,"['i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge']","{""ticket_pk"": ""e36b96719f810e0df21101c0965478fb"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_30_chunk_0,doc_30,d7f41618e079ca730a59e37f5b2d4811,0,the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed.,26,34,"['the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed']","{""ticket_pk"": ""d7f41618e079ca730a59e37f5b2d4811"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7871794871794872
doc_31_chunk_0,doc_31,9bb5006131423a6a838377c665f4990f,0,there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month.,26,34,"['there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month']","{""ticket_pk"": ""9bb5006131423a6a838377c665f4990f"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_32_chunk_0,doc_32,340a3bbb440ba31046e2a9e60ac941f6,0,the system is not syncing data across devices properly. the system is not syncing data across devices properly.,18,24,"['the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly', 'the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly']","{""ticket_pk"": ""340a3bbb440ba31046e2a9e60ac941f6"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_33_chunk_0,doc_33,e973fc369d859a2db2c38359e404eca3,0,i would like to request a refund for the recent charge. i would like to request a refund for the recent charge.,22,29,"['i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge']","{""ticket_pk"": ""e973fc369d859a2db2c38359e404eca3"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_34_chunk_0,doc_34,076ca27303e056353a8d97e81e348573,0,i would like to request a refund for the recent charge. i would like to request a refund for the recent charge.,22,29,"['i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge']","{""ticket_pk"": ""076ca27303e056353a8d97e81e348573"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_35_chunk_0,doc_35,8939269473503131b0642d91148b7040,0,two-factor authentication codes are not being delivered to my phone. two-factor authentication codes are not being delivered to my phone.,20,26,"['two', 'factor', 'authentication', 'codes', 'are', 'not', 'being', 'delivered', 'to', 'my', 'phone', 'two', 'factor', 'authentication', 'codes', 'are', 'not', 'being', 'delivered', 'to', 'my', 'phone']","{""ticket_pk"": ""8939269473503131b0642d91148b7040"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_36_chunk_0,doc_36,9a0a9f16ed4eb67decd5361c333d3566,0,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,20,26,"['i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard']","{""ticket_pk"": ""9a0a9f16ed4eb67decd5361c333d3566"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_37_chunk_0,doc_37,ed9fae2210e70aec2744c373cba806cf,0,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,20,26,"['i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard']","{""ticket_pk"": ""ed9fae2210e70aec2744c373cba806cf"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
doc_38_chunk_0,doc_38,f0b7a12f0911ff482dddf9e8f557c329,0,the system is not syncing data across devices properly. the system is not syncing data across devices properly.,18,24,"['the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly', 'the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly']","{""ticket_pk"": ""f0b7a12f0911ff482dddf9e8f557c329"", ""source_system"": ""customer_support_tickets_200k"", ""priority_encoded"": NaN, ""urgency_encoded"": NaN, ""impact_encoded"": NaN, ""similarity_method"": ""nlp_embedding"", ""corpus_quality_score"": 1.0, ""similarity_confidence"": 0.9}",,,,0.7999999999999999
