chunk_id,document_id,rag_id,chunk_index,chunk_text,chunk_word_count,chunk_token_estimate,bm25_tokens,metadata_json,priority_encoded,retrieval_quality_score
doc_10_chunk_0,doc_10,7c0beadf64674073ea4b32fc1f77fc66,0,[PROBLEM] i would like to request a refund for the recent charge. i would like to request a refund for the recent charge. [RESOLUTION] subscription status corrected and confirmation email sent to customer. [CONTEXT] Category : subscription cancellation Priority : critical Product : Web Portal Language : spanish Escalation: low SLA Status: breached,53,70,"['problem', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'i', 'would', 'like', 'to', 'request', 'a', 'refund', 'for', 'the', 'recent', 'charge', 'resolution', 'subscription', 'status', 'corrected', 'and', 'confirmation', 'email', 'sent', 'to', 'customer', 'context', 'category', 'subscription', 'cancellation', 'priority', 'critical', 'product', 'web', 'portal', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""7c0beadf64674073ea4b32fc1f77fc66"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""subscription cancellation"", ""priority"": ""critical"", ""language"": ""spanish"", ""product"": ""Web Portal"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 2.0, ""sla_risk_score"": 3.8}",0,1.825
doc_11_chunk_0,doc_11,f5f870b13c3091e0502a93f8e4b6c778,0,[PROBLEM] there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month. [RESOLUTION] data synchronization restored after backend service restart. [CONTEXT] Category : account suspension Priority : medium Product : Mobile App Language : german Escalation: low SLA Status: met,55,73,"['problem', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'resolution', 'data', 'synchronization', 'restored', 'after', 'backend', 'service', 'restart', 'context', 'category', 'account', 'suspension', 'priority', 'medium', 'product', 'mobile', 'app', 'language', 'german', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""f5f870b13c3091e0502a93f8e4b6c778"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""account suspension"", ""priority"": ""medium"", ""language"": ""german"", ""product"": ""Mobile App"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 8.0, ""sla_risk_score"": 4.0}",3,3.375
doc_12_chunk_0,doc_12,8e277d77431dc810d7971cd87a04cd9d,0,[PROBLEM] there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month. [RESOLUTION] payment gateway timeout issue fixed and monitoring implemented. [CONTEXT] Category : payment problem Priority : low Product : Mobile App Language : spanish Escalation: low SLA Status: breached,56,74,"['problem', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'resolution', 'payment', 'gateway', 'timeout', 'issue', 'fixed', 'and', 'monitoring', 'implemented', 'context', 'category', 'payment', 'problem', 'priority', 'low', 'product', 'mobile', 'app', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""8e277d77431dc810d7971cd87a04cd9d"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""low"", ""language"": ""spanish"", ""product"": ""Mobile App"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 10.0, ""sla_risk_score"": 4.05}",2,3.8875
doc_13_chunk_0,doc_13,80e46721e22207ac3905fca356adb0e9,0,[PROBLEM] the system is not syncing data across devices properly. the system is not syncing data across devices properly. [RESOLUTION] explained billing breakdown and clarified applicable charges. [CONTEXT] Category : data sync issue Priority : medium Product : API Service Language : chinese Escalation: low SLA Status: met,48,64,"['problem', 'the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly', 'the', 'system', 'is', 'not', 'syncing', 'data', 'across', 'devices', 'properly', 'resolution', 'explained', 'billing', 'breakdown', 'and', 'clarified', 'applicable', 'charges', 'context', 'category', 'data', 'sync', 'issue', 'priority', 'medium', 'product', 'api', 'service', 'language', 'chinese', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""80e46721e22207ac3905fca356adb0e9"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""data sync issue"", ""priority"": ""medium"", ""language"": ""chinese"", ""product"": ""API Service"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 2.15}",3,1.1625
doc_14_chunk_0,doc_14,3926bd30a4db80f61cd2503f2bc46530,0,[PROBLEM] the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed. [RESOLUTION] data synchronization restored after backend service restart. [CONTEXT] Category : feature request Priority : medium Product : Analytics Dashboard Language : spanish Escalation: low SLA Status: breached,55,73,"['problem', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'the', 'payment', 'was', 'deducted', 'from', 'my', 'bank', 'account', 'but', 'the', 'transaction', 'shows', 'failed', 'resolution', 'data', 'synchronization', 'restored', 'after', 'backend', 'service', 'restart', 'context', 'category', 'feature', 'request', 'priority', 'medium', 'product', 'analytics', 'dashboard', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""3926bd30a4db80f61cd2503f2bc46530"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""feature request"", ""priority"": ""medium"", ""language"": ""spanish"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 1.85}",3,1.0778846153846153
doc_15_chunk_0,doc_15,40eab5b1a4540c77485cc5e2999ff06f,0,[PROBLEM] the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file. [RESOLUTION] security settings updated and customer notified of precautionary measures. [CONTEXT] Category : refund request Priority : medium Product : API Service Language : spanish Escalation: low SLA Status: met,51,68,"['problem', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'resolution', 'security', 'settings', 'updated', 'and', 'customer', 'notified', 'of', 'precautionary', 'measures', 'context', 'category', 'refund', 'request', 'priority', 'medium', 'product', 'api', 'service', 'language', 'spanish', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""40eab5b1a4540c77485cc5e2999ff06f"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""medium"", ""language"": ""spanish"", ""product"": ""API Service"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 2.0, ""sla_risk_score"": 2.8}",3,1.575
doc_16_chunk_0,doc_16,b364c832b959614476d1f11cb58a5c19,0,[PROBLEM] i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard. [RESOLUTION] payment gateway timeout issue fixed and monitoring implemented. [CONTEXT] Category : payment problem Priority : critical Product : Mobile App Language : chinese Escalation: low SLA Status: met,50,66,"['problem', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'resolution', 'payment', 'gateway', 'timeout', 'issue', 'fixed', 'and', 'monitoring', 'implemented', 'context', 'category', 'payment', 'problem', 'priority', 'critical', 'product', 'mobile', 'app', 'language', 'chinese', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""b364c832b959614476d1f11cb58a5c19"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""critical"", ""language"": ""chinese"", ""product"": ""Mobile App"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 5.0, ""sla_risk_score"": 3.8}",0,2.575
doc_17_chunk_0,doc_17,31325dce85879f26c7d10a9b7e0fa25e,0,[PROBLEM] the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file. [RESOLUTION] we have reset the account credentials and advised the customer to retry login. [CONTEXT] Category : refund request Priority : high Product : Cloud Storage Language : japanese Escalation: low SLA Status: met,55,73,"['problem', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'resolution', 'we', 'have', 'reset', 'the', 'account', 'credentials', 'and', 'advised', 'the', 'customer', 'to', 'retry', 'login', 'context', 'category', 'refund', 'request', 'priority', 'high', 'product', 'cloud', 'storage', 'language', 'japanese', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""31325dce85879f26c7d10a9b7e0fa25e"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""high"", ""language"": ""japanese"", ""product"": ""Cloud Storage"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 7.0, ""sla_risk_score"": 3.85}",1,3.0682692307692307
doc_18_chunk_0,doc_18,6e1f226626c1bb732a5c4767a9c66543,0,[PROBLEM] i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation. [RESOLUTION] security settings updated and customer notified of precautionary measures. [CONTEXT] Category : bug report Priority : high Product : Web Portal Language : french Escalation: low SLA Status: breached,53,70,"['problem', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'i', 'found', 'a', 'bug', 'in', 'the', 'latest', 'update', 'affecting', 'report', 'generation', 'resolution', 'security', 'settings', 'updated', 'and', 'customer', 'notified', 'of', 'precautionary', 'measures', 'context', 'category', 'bug', 'report', 'priority', 'high', 'product', 'web', 'portal', 'language', 'french', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""6e1f226626c1bb732a5c4767a9c66543"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""bug report"", ""priority"": ""high"", ""language"": ""french"", ""product"": ""Web Portal"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 2.95}",1,1.3625
doc_19_chunk_0,doc_19,46a8eda6fd934ec3a883c1a84f91dbc9,0,[PROBLEM] i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard. [RESOLUTION] the duplicate charge was reversed and refund processed within 3-5 business days. [CONTEXT] Category : performance issue Priority : high Product : Analytics Dashboard Language : japanese Escalation: low SLA Status: breached,54,72,"['problem', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'i', 'am', 'experiencing', 'very', 'slow', 'performance', 'while', 'using', 'the', 'dashboard', 'resolution', 'the', 'duplicate', 'charge', 'was', 'reversed', 'and', 'refund', 'processed', 'within', '3', '5', 'business', 'days', 'context', 'category', 'performance', 'issue', 'priority', 'high', 'product', 'analytics', 'dashboard', 'language', 'japanese', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""46a8eda6fd934ec3a883c1a84f91dbc9"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""high"", ""language"": ""japanese"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 4.0, ""sla_risk_score"": 3.55}",1,2.2625
doc_20_chunk_0,doc_20,e354644f01bff57a1f4f1419c8338b4d,0,[PROBLEM] the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file. [RESOLUTION] explained billing breakdown and clarified applicable charges. [CONTEXT] Category : refund request Priority : medium Product : Billing System Language : japanese Escalation: low SLA Status: met,49,65,"['problem', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'the', 'application', 'crashes', 'whenever', 'i', 'try', 'to', 'upload', 'a', 'file', 'resolution', 'explained', 'billing', 'breakdown', 'and', 'clarified', 'applicable', 'charges', 'context', 'category', 'refund', 'request', 'priority', 'medium', 'product', 'billing', 'system', 'language', 'japanese', 'escalation', 'low', 'sla', 'status', 'met']","{""rag_id"": ""e354644f01bff57a1f4f1419c8338b4d"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""medium"", ""language"": ""japanese"", ""product"": ""Billing System"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 4.0, ""sla_risk_score"": 3.5}",3,2.25
doc_21_chunk_0,doc_21,37459516e9624d52a375c1236d0d250a,0,[PROBLEM] there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month. [RESOLUTION] the duplicate charge was reversed and refund processed within 3-5 business days. [CONTEXT] Category : performance issue Priority : critical Product : Cloud Storage Language : chinese Escalation: low SLA Status: breached,60,80,"['problem', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'there', 'seems', 'to', 'be', 'a', 'discrepancy', 'in', 'my', 'billing', 'statement', 'for', 'this', 'month', 'resolution', 'the', 'duplicate', 'charge', 'was', 'reversed', 'and', 'refund', 'processed', 'within', '3', '5', 'business', 'days', 'context', 'category', 'performance', 'issue', 'priority', 'critical', 'product', 'cloud', 'storage', 'language', 'chinese', 'escalation', 'low', 'sla', 'status', 'breached']","{""rag_id"": ""37459516e9624d52a375c1236d0d250a"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""critical"", ""language"": ""chinese"", ""product"": ""Cloud Storage"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 2.0, ""sla_risk_score"": 2.75}",0,1.5625
