document_id,rag_id,problem_text_clean,solution_text_clean,metadata_json,source_system_encoded,category_encoded,language_encoded,product_encoded,priority_encoded,problem_word_count,problem_char_count,problem_avg_word_length,problem_unique_word_ratio,problem_uppercase_ratio,problem_digit_ratio,problem_special_char_ratio,problem_repetition_ratio,problem_complexity_score,solution_word_count,solution_char_count,solution_avg_word_length,solution_unique_word_ratio,solution_uppercase_ratio,solution_digit_ratio,solution_special_char_ratio,solution_repetition_ratio,solution_complexity_score,retrieval_quality_score,escalation_risk_score
doc_10,7c0beadf64674073ea4b32fc1f77fc66,i would like to request a refund for the recent charge. i would like to request a refund for the recent charge.,subscription status corrected and confirmation email sent to customer.,"{""rag_id"": ""7c0beadf64674073ea4b32fc1f77fc66"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""subscription cancellation"", ""priority"": ""critical"", ""language"": ""spanish"", ""product"": ""Web Portal"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 2.0, ""sla_risk_score"": 3.8}",0,13,7,9,0,22,111,4.090909090909091,0.5,0.0,0.0,0.018018018018018018,0.5,1.8803636363636365,9,70,6.888888888888889,1.0,0.0,0.0,0.014285714285714285,0.0,3.1735555555555557,1.825,2.0180878787878784
doc_11,f5f870b13c3091e0502a93f8e4b6c778,there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month.,data synchronization restored after backend service restart.,"{""rag_id"": ""f5f870b13c3091e0502a93f8e4b6c778"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""account suspension"", ""priority"": ""medium"", ""language"": ""german"", ""product"": ""Mobile App"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 8.0, ""sla_risk_score"": 4.0}",0,0,5,6,3,26,143,4.538461538461538,0.5,0.0,0.0,0.013986013986013986,0.5,2.0673846153846154,7,60,7.714285714285714,1.0,0.0,0.0,0.016666666666666666,0.0,3.4997142857142856,3.375,4.385064835164835
doc_12,8e277d77431dc810d7971cd87a04cd9d,there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month.,payment gateway timeout issue fixed and monitoring implemented.,"{""rag_id"": ""8e277d77431dc810d7971cd87a04cd9d"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""low"", ""language"": ""spanish"", ""product"": ""Mobile App"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 10.0, ""sla_risk_score"": 4.05}",0,7,7,6,2,26,143,4.538461538461538,0.5,0.0,0.0,0.013986013986013986,0.5,2.0673846153846154,8,63,7.0,1.0,0.0,0.0,0.015873015873015872,0.0,3.216,3.8875,4.602507692307692
doc_13,80e46721e22207ac3905fca356adb0e9,the system is not syncing data across devices properly. the system is not syncing data across devices properly.,explained billing breakdown and clarified applicable charges.,"{""rag_id"": ""80e46721e22207ac3905fca356adb0e9"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""data sync issue"", ""priority"": ""medium"", ""language"": ""chinese"", ""product"": ""API Service"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 2.15}",0,3,0,0,3,18,111,5.222222222222222,0.5,0.0,0.0,0.018018018018018018,0.5,2.3248888888888892,7,61,7.857142857142857,1.0,0.0,0.0,0.01639344262295082,0.0,3.5568571428571425,1.1625,2.312261904761905
doc_14,3926bd30a4db80f61cd2503f2bc46530,the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed.,data synchronization restored after backend service restart.,"{""rag_id"": ""3926bd30a4db80f61cd2503f2bc46530"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""feature request"", ""priority"": ""medium"", ""language"": ""spanish"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 1.85}",0,4,7,1,3,26,159,5.153846153846154,0.46153846153846156,0.0,0.0,0.012578616352201259,0.5384615384615384,2.298153846153846,7,60,7.714285714285714,1.0,0.0,0.0,0.016666666666666666,0.0,3.4997142857142856,1.0778846153846153,2.2396802197802197
doc_15,40eab5b1a4540c77485cc5e2999ff06f,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,security settings updated and customer notified of precautionary measures.,"{""rag_id"": ""40eab5b1a4540c77485cc5e2999ff06f"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""medium"", ""language"": ""spanish"", ""product"": ""API Service"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 2.0, ""sla_risk_score"": 2.8}",0,10,7,0,3,20,113,4.7,0.5,0.0,0.0,0.017699115044247787,0.5,2.12,9,74,7.333333333333333,1.0,0.0,0.0,0.013513513513513514,0.0,3.3513333333333333,1.575,2.6307
doc_16,b364c832b959614476d1f11cb58a5c19,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,payment gateway timeout issue fixed and monitoring implemented.,"{""rag_id"": ""b364c832b959614476d1f11cb58a5c19"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""critical"", ""language"": ""chinese"", ""product"": ""Mobile App"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 5.0, ""sla_risk_score"": 3.8}",0,7,0,6,0,20,133,5.7,0.5,0.0,0.0,0.015037593984962405,0.5,2.5200000000000005,8,63,7.0,1.0,0.0,0.0,0.015873015873015872,0.0,3.216,2.575,2.8704
doc_17,31325dce85879f26c7d10a9b7e0fa25e,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,we have reset the account credentials and advised the customer to retry login.,"{""rag_id"": ""31325dce85879f26c7d10a9b7e0fa25e"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""high"", ""language"": ""japanese"", ""product"": ""Cloud Storage"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 7.0, ""sla_risk_score"": 3.85}",0,10,6,4,1,20,113,4.7,0.5,0.0,0.0,0.017699115044247787,0.5,2.12,13,78,5.076923076923077,0.9230769230769231,0.0,0.0,0.01282051282051282,0.07692307692307687,2.4259999999999997,3.0682692307692307,3.4519
doc_18,6e1f226626c1bb732a5c4767a9c66543,i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation.,security settings updated and customer notified of precautionary measures.,"{""rag_id"": ""6e1f226626c1bb732a5c4767a9c66543"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""bug report"", ""priority"": ""high"", ""language"": ""french"", ""product"": ""Web Portal"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 2.95}",0,1,4,9,1,22,127,4.818181818181818,0.5,0.0,0.0,0.015748031496062992,0.5,2.1712727272727275,9,74,7.333333333333333,1.0,0.0,0.0,0.013513513513513514,0.0,3.3513333333333333,1.3625,1.918390909090909
doc_19,46a8eda6fd934ec3a883c1a84f91dbc9,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,the duplicate charge was reversed and refund processed within 3-5 business days.,"{""rag_id"": ""46a8eda6fd934ec3a883c1a84f91dbc9"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""high"", ""language"": ""japanese"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 4.0, ""sla_risk_score"": 3.55}",0,8,6,1,1,20,133,5.7,0.5,0.0,0.0,0.015037593984962405,0.5,2.5200000000000005,12,80,5.75,1.0,0.0,0.025,0.025,0.0,2.724,2.2625,2.7466
doc_20,e354644f01bff57a1f4f1419c8338b4d,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,explained billing breakdown and clarified applicable charges.,"{""rag_id"": ""e354644f01bff57a1f4f1419c8338b4d"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""medium"", ""language"": ""japanese"", ""product"": ""Billing System"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 4.0, ""sla_risk_score"": 3.5}",0,10,6,2,3,20,113,4.7,0.5,0.0,0.0,0.017699115044247787,0.5,2.12,7,61,7.857142857142857,1.0,0.0,0.0,0.01639344262295082,0.0,3.5568571428571425,2.25,3.3015285714285714
doc_21,37459516e9624d52a375c1236d0d250a,there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month.,the duplicate charge was reversed and refund processed within 3-5 business days.,"{""rag_id"": ""37459516e9624d52a375c1236d0d250a"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""critical"", ""language"": ""chinese"", ""product"": ""Cloud Storage"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 2.0, ""sla_risk_score"": 2.75}",0,8,0,4,0,26,143,4.538461538461538,0.5,0.0,0.0,0.013986013986013986,0.5,2.0673846153846154,12,80,5.75,1.0,0.0,0.025,0.025,0.0,2.724,1.5625,1.7687076923076923
doc_22,39a560ddae8ddbba9401c24a665ccd71,the application crashes whenever i try to upload a file. the application crashes whenever i try to upload a file.,security settings updated and customer notified of precautionary measures.,"{""rag_id"": ""39a560ddae8ddbba9401c24a665ccd71"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""data sync issue"", ""priority"": ""medium"", ""language"": ""chinese"", ""product"": ""Analytics Dashboard"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""medium"", ""issue_complexity_score"": 10.0, ""sla_risk_score"": 4.25}",0,3,0,1,3,20,113,4.7,0.5,0.0,0.0,0.017699115044247787,0.5,2.12,9,74,7.333333333333333,1.0,0.0,0.0,0.013513513513513514,0.0,3.3513333333333333,3.9375,4.920699999999999
doc_23,56ed1fa564095ce9325b5c4e0e0ce9aa,i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation.,the issue was escalated to engineering and resolved in the latest patch.,"{""rag_id"": ""56ed1fa564095ce9325b5c4e0e0ce9aa"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""subscription cancellation"", ""priority"": ""low"", ""language"": ""spanish"", ""product"": ""Billing System"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 8.0, ""sla_risk_score"": 3.95}",0,13,7,2,2,22,127,4.818181818181818,0.5,0.0,0.0,0.015748031496062992,0.5,2.1712727272727275,12,72,5.083333333333333,0.9166666666666666,0.0,0.0,0.013888888888888888,0.08333333333333337,2.424,3.3416666666666663,3.979290909090909
doc_24,b3bc6421ae5ab328ffb2e07b52ee422c,i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation.,the duplicate charge was reversed and refund processed within 3-5 business days.,"{""rag_id"": ""b3bc6421ae5ab328ffb2e07b52ee422c"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""account suspension"", ""priority"": ""low"", ""language"": ""english"", ""product"": ""Cloud Storage"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 8.0, ""sla_risk_score"": 3.2}",0,0,3,4,2,22,127,4.818181818181818,0.5,0.0,0.0,0.015748031496062992,0.5,2.1712727272727275,12,80,5.75,1.0,0.0,0.025,0.025,0.0,2.724,3.175,3.874290909090909
doc_25,3caef5d831eab0fa58ec85793ab08774,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,security settings updated and customer notified of precautionary measures.,"{""rag_id"": ""3caef5d831eab0fa58ec85793ab08774"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""feature request"", ""priority"": ""critical"", ""language"": ""chinese"", ""product"": ""E-commerce Store"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 3.0, ""sla_risk_score"": 3.7}",0,4,0,5,0,20,133,5.7,0.5,0.0,0.0,0.015037593984962405,0.5,2.5200000000000005,9,74,7.333333333333333,1.0,0.0,0.0,0.013513513513513514,0.0,3.3513333333333333,2.05,2.3707000000000003
doc_26,52930a386dbd02657fecc4e1fe254d7f,i am unable to access my account after entering the correct credentials. i am unable to access my account after entering the correct credentials.,data synchronization restored after backend service restart.,"{""rag_id"": ""52930a386dbd02657fecc4e1fe254d7f"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""data sync issue"", ""priority"": ""critical"", ""language"": ""english"", ""product"": ""Web Portal"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 3.3}",0,3,3,9,0,24,145,5.083333333333333,0.5,0.0,0.0,0.013793103448275862,0.5,2.2813333333333334,7,60,7.714285714285714,1.0,0.0,0.0,0.016666666666666666,0.0,3.4997142857142856,1.45,1.7771571428571429
doc_27,2665f8c38bce952129ef5d249c91f1f8,i am unable to access my account after entering the correct credentials. i am unable to access my account after entering the correct credentials.,provided step-by-step troubleshooting instructions and issue resolved.,"{""rag_id"": ""2665f8c38bce952129ef5d249c91f1f8"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""critical"", ""language"": ""french"", ""product"": ""Mobile App"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 9.0, ""sla_risk_score"": 4.3}",0,8,4,6,0,24,145,5.083333333333333,0.5,0.0,0.0,0.013793103448275862,0.5,2.2813333333333334,7,70,9.142857142857142,1.0,0.0,0.0,0.04285714285714286,0.0,4.071142857142857,3.7,4.0628714285714285
doc_28,ccf826cb83db52ac2a1e4d0c15831702,the system is not syncing data across devices properly. the system is not syncing data across devices properly.,the issue was escalated to engineering and resolved in the latest patch.,"{""rag_id"": ""ccf826cb83db52ac2a1e4d0c15831702"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""performance issue"", ""priority"": ""critical"", ""language"": ""german"", ""product"": ""CRM Platform"", ""is_sla_breached"": 1, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 1.0, ""sla_risk_score"": 3.0}",0,8,5,3,0,18,111,5.222222222222222,0.5,0.0,0.0,0.018018018018018018,0.5,2.3248888888888892,12,72,5.083333333333333,0.9166666666666666,0.0,0.0,0.013888888888888888,0.08333333333333337,2.424,1.3541666666666667,1.5623333333333334
doc_29,e11687b2c1bc130a6e15b33df326f7e0,the payment was deducted from my bank account but the transaction shows failed. the payment was deducted from my bank account but the transaction shows failed.,security settings updated and customer notified of precautionary measures.,"{""rag_id"": ""e11687b2c1bc130a6e15b33df326f7e0"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""refund request"", ""priority"": ""low"", ""language"": ""german"", ""product"": ""API Service"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 3.0, ""sla_risk_score"": 2.05}",0,10,5,0,2,26,159,5.153846153846154,0.46153846153846156,0.0,0.0,0.012578616352201259,0.5384615384615384,2.298153846153846,9,74,7.333333333333333,1.0,0.0,0.0,0.013513513513513514,0.0,3.3513333333333333,1.6278846153846154,2.507423076923077
doc_30,8075405e6391a210ef5bc657494460aa,i am experiencing very slow performance while using the dashboard. i am experiencing very slow performance while using the dashboard.,explained billing breakdown and clarified applicable charges.,"{""rag_id"": ""8075405e6391a210ef5bc657494460aa"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""medium"", ""language"": ""spanish"", ""product"": ""Payment Gateway"", ""is_sla_breached"": 0, ""is_escalated"": 0, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 7.0, ""sla_risk_score"": 3.65}",0,7,7,7,3,20,133,5.7,0.5,0.0,0.0,0.015037593984962405,0.5,2.5200000000000005,7,61,7.857142857142857,1.0,0.0,0.0,0.01639344262295082,0.0,3.5568571428571425,3.0375,4.141528571428571
doc_31,f0ca9fe06d4f1f9390b276d029ced65f,i found a bug in the latest update affecting report generation. i found a bug in the latest update affecting report generation.,explained billing breakdown and clarified applicable charges.,"{""rag_id"": ""f0ca9fe06d4f1f9390b276d029ced65f"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""security concern"", ""priority"": ""low"", ""language"": ""english"", ""product"": ""API Service"", ""is_sla_breached"": 0, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 5.0, ""sla_risk_score"": 2.9}",0,12,3,0,2,22,127,4.818181818181818,0.5,0.0,0.0,0.015748031496062992,0.5,2.1712727272727275,7,61,7.857142857142857,1.0,0.0,0.0,0.01639344262295082,0.0,3.5568571428571425,2.35,3.1892194805194807
doc_32,c763884833c2f9660ea1ccc3bf2f2e91,there seems to be a discrepancy in my billing statement for this month. there seems to be a discrepancy in my billing statement for this month.,subscription status corrected and confirmation email sent to customer.,"{""rag_id"": ""c763884833c2f9660ea1ccc3bf2f2e91"", ""source_system"": ""customer_support_tickets_200k"", ""source_dataset"": ""customer_support_tickets_200k"", ""category"": ""payment problem"", ""priority"": ""high"", ""language"": ""german"", ""product"": ""E-commerce Store"", ""is_sla_breached"": 1, ""is_escalated"": 1, ""escalation_risk_level"": ""low"", ""issue_complexity_score"": 7.0, ""sla_risk_score"": 4.45}",0,7,5,5,1,26,143,4.538461538461538,0.5,0.0,0.0,0.013986013986013986,0.5,2.0673846153846154,9,70,6.888888888888889,1.0,0.0,0.0,0.014285714285714285,0.0,3.1735555555555557,3.2375,3.6761410256410256
